Id,SalePrice
1619,140692.36
1620,149761.44
1621,135510.19
1622,142174.17
1623,295363.7
1624,213161.81
1625,127801.64
1626,167413.33
1627,194775.17
1628,266884.2
1629,179099.67
1630,317237.62
1631,217801.89
1632,247513.53
1633,171386.0
1634,189454.88
1635,181312.62
1636,161579.3
1637,187374.36
1638,204929.27
1639,176279.73
1640,254920.17
1641,180041.56
1642,234642.52
1643,235867.34
1644,231663.52
1645,184887.69
1646,162850.69
1647,161519.34
1648,131426.66
1649,140338.77
1650,113687.07
1651,122158.055
1652,93847.4
1653,96491.5
1654,149517.05
1655,145653.48
1656,147071.08
1657,152112.94
1658,149850.17
1659,128967.82
1660,159600.69
1661,482652.34
1662,374314.3
1663,371919.75
1664,437903.6
1665,321633.53
1666,333269.03
1667,405420.5
1668,345600.62
1669,312668.94
1670,341738.47
1671,263130.72
1672,506840.47
1673,307313.94
1674,247849.48
1675,192138.53
1676,196293.95
1677,219774.7
1678,434857.7
1679,400409.06
1680,336002.44
1681,267256.62
1682,299174.1
1683,180539.22
1684,168659.17
1685,177340.8
1686,163889.73
1687,167289.62
1688,190015.48
1689,193020.95
1690,189678.55
1691,175649.64
1692,266617.44
1693,170078.72
1694,182149.25
1695,171484.69
1696,286992.34
1697,175278.73
1698,380978.0
1699,314416.6
1700,249914.83
1701,252841.8
1702,259141.36
1703,253377.84
1704,300518.06
1705,234311.36
1706,440913.34
1707,228370.0
1708,208233.84
1709,270337.62
1710,226725.81
1711,262454.12
1712,242065.66
1713,270253.6
1714,222028.39
1715,212895.23
1716,188631.23
1717,172582.55
1718,130589.05
1719,208386.33
1720,252175.28
1721,169296.03
1722,123619.44
1723,158366.39
1724,230611.81
1725,236766.1
1726,187129.23
1727,163316.12
1728,182557.95
1729,161465.6
1730,159215.73
1731,123771.73
1732,124411.03
1733,118297.555
1734,124898.39
1735,132909.02
1736,117166.41
1737,352734.56
1738,212251.12
1739,327026.97
1740,225474.67
1741,191771.9
1742,175944.84
1743,175207.16
1744,292825.0
1745,218137.2
1746,222358.17
1747,214366.97
1748,222373.17
1749,157805.05
1750,128738.74
1751,234052.25
1752,121759.88
1753,142045.69
1754,186874.16
1755,174273.47
1756,122870.11
1757,123103.64
1758,143774.62
1759,167851.56
1760,163070.08
1761,133623.3
1762,168105.77
1763,176768.47
1764,115554.22
1765,174498.97
1766,173571.7
1767,204407.66
1768,146756.88
1769,170549.95
1770,151504.28
1771,124348.29
1772,140685.22
1773,137421.02
1774,123305.164
1775,134821.16
1776,129707.414
1777,116548.93
1778,146439.31
1779,108535.8
1780,178848.66
1781,129562.445
1782,94318.62
1783,139181.62
1784,107941.336
1785,123158.21
1786,133897.05
1787,164936.12
1788,56258.68
1789,98020.42
1790,79857.52
1791,184298.95
1792,155837.6
1793,124880.56
1794,149243.55
1795,136704.56
1796,126830.13
1797,110763.69
1798,124402.13
1799,112496.54
1800,127814.49
1801,128860.68
1802,135467.16
1803,154643.3
1804,145992.55
1805,136504.95
1806,116484.71
1807,127821.984
1808,124446.836
1809,134946.62
1810,150047.27
1811,98578.66
1812,102644.08
1813,124137.016
1814,97145.11
1815,49244.977
1816,103583.07
1817,120348.45
1818,145346.9
1819,118290.44
1820,76020.016
1821,111851.71
1822,159496.64
1823,44779.023
1824,134384.69
1825,136427.6
1826,103220.586
1827,106156.94
1828,135648.16
1829,105144.71
1830,146918.39
1831,157056.33
1832,91719.06
1833,137157.36
1834,122897.22
1835,131163.05
1836,122119.266
1837,90832.016
1838,126984.37
1839,87232.04
1840,169335.22
1841,148092.62
1842,79578.64
1843,135335.95
1844,133405.98
1845,144946.78
1846,154401.83
1847,156627.72
1848,51743.785
1849,106301.62
1850,123483.2
1851,156380.3
1852,128714.45
1853,135867.55
1854,171704.2
1855,160407.97
1856,224311.17
1857,169833.33
1858,135468.62
1859,117694.01
1860,154782.64
1861,118498.09
1862,293355.1
1863,289435.56
1864,289435.56
1865,334190.12
1866,339740.66
1867,237277.05
1868,284378.44
1869,215483.0
1870,245614.05
1871,246052.28
1872,169620.97
1873,234011.52
1874,140863.53
1875,193045.95
1876,198901.11
1877,215799.77
1878,200777.95
1879,134911.11
1880,137225.03
1881,233239.12
1882,244952.12
1883,197498.44
1884,207877.6
1885,261614.67
1886,292331.66
1887,200122.92
1888,281582.16
1889,168045.25
1890,127303.57
1891,142267.14
1892,107218.76
1893,127510.43
1894,120684.734
1895,137478.1
1896,129259.945
1897,112279.98
1898,118652.414
1899,163307.8
1900,136466.72
1901,184578.67
1902,143441.4
1903,206581.9
1904,146235.11
1905,188714.02
1906,168248.9
1907,215649.27
1908,120578.86
1909,134206.7
1910,125056.05
1911,213492.11
1912,288091.44
1913,156250.67
1914,60915.816
1915,329226.0
1916,61197.414
1917,267846.72
1918,139474.89
1919,163752.44
1920,151434.9
1921,427788.03
1922,324310.88
1923,211727.7
1924,218787.92
1925,218828.72
1926,387804.5
1927,136915.39
1928,148574.98
1929,126965.32
1930,127460.805
1931,141034.83
1932,139227.33
1933,181080.23
1934,180748.27
1935,174696.1
1936,188444.3
1937,181183.3
1938,174184.83
1939,262070.48
1940,188355.88
1941,174589.5
1942,183082.31
1943,212823.77
1944,352235.53
1945,394156.25
1946,155154.11
1947,314544.6
1948,165424.52
1949,242448.42
1950,177530.88
1951,265845.84
1952,233274.6
1953,174311.92
1954,186943.22
1955,136449.89
1956,289607.38
1957,158319.25
1958,318587.03
1959,139677.16
1960,118987.14
1961,120530.35
1962,94351.234
1963,101669.03
1964,116072.46
1965,147729.78
1966,140619.86
1967,287787.53
1968,482166.75
1969,395361.8
1970,464905.16
1971,440222.0
1972,384903.62
1973,269594.2
1974,325199.78
1975,485837.38
1976,266269.2
1977,369728.66
1978,375972.0
1979,348121.22
1980,196608.52
1981,352595.12
1982,238975.6
1983,213066.5
1984,167007.53
1985,225428.05
1986,212510.8
1987,169886.52
1988,177429.08
1989,194726.25
1990,218417.98
1991,235689.03
1992,216183.06
1993,170491.78
1994,247441.06
1995,186527.06
1996,256916.05
1997,323430.38
1998,332016.16
1999,255750.81
2000,298278.22
2001,256821.25
2002,243745.67
2003,268841.72
2004,276825.16
2005,232565.19
2006,240634.94
2007,248259.69
2008,214384.23
2009,187771.14
2010,190012.78
2011,134288.7
2012,179676.47
2013,184533.55
2014,191251.5
2015,201689.02
2016,197339.2
2017,201179.77
2018,121180.29
2019,134150.75
2020,111469.11
2021,114570.65
2022,178645.44
2023,148919.03
2024,253770.88
2025,371857.12
2026,170092.64
2027,153133.28
2028,153298.17
2029,167491.89
2030,268286.0
2031,255184.44
2032,270929.0
2033,264179.97
2034,161895.25
2035,214153.06
2036,187600.0
2037,192841.42
2038,292110.7
2039,211245.84
2040,340431.38
2041,285814.56
2042,205100.22
2043,172432.81
2044,170787.53
2045,202673.03
2046,136657.78
2047,153793.28
2048,138849.44
2049,141322.45
2050,184454.03
2051,106318.016
2052,128236.51
2053,146687.36
2054,84692.49
2055,163061.52
2056,142299.8
2057,126307.82
2058,233665.8
2059,126855.336
2060,170511.78
2061,177973.14
2062,134627.86
2063,114520.69
2064,141956.23
2065,118261.86
2066,170320.23
2067,124440.06
2068,137416.06
2069,82656.945
2070,110087.69
2071,92739.52
2072,123605.375
2073,140437.52
2074,170008.84
2075,150760.61
2076,119497.945
2077,151104.48
2078,129761.57
2079,132737.58
2080,115630.38
2081,125758.25
2082,118537.98
2083,149353.92
2084,109689.36
2085,127657.63
2086,126323.48
2087,122577.64
2088,99064.7
2089,83057.11
2090,132159.81
2091,119642.984
2092,128707.91
2093,117783.28
2094,128923.836
2095,141901.77
2096,84310.9
2097,98042.62
2098,142737.64
2099,57082.953
2100,99583.71
2101,119369.086
2102,127996.64
2103,106216.04
2104,128246.234
2105,134126.28
2106,64936.35
2107,206809.89
2108,121646.85
2109,114832.945
2110,132598.98
2111,140159.31
2112,137654.72
2113,127574.33
2114,113950.96
2115,153476.23
2116,118911.2
2117,151063.77
2118,127983.57
2119,108879.11
2120,119435.734
2121,92378.93
2122,97793.516
2123,88235.35
2124,173690.05
2125,121965.53
2126,159964.7
2127,155524.02
2128,128560.98
2129,103776.96
2130,137982.92
2131,155933.58
2132,116004.484
2133,117748.5
2134,123728.33
2135,92467.555
2136,65629.53
2137,121061.41
2138,136978.17
2139,156908.94
2140,142269.36
2141,137041.4
2142,135828.22
2143,142008.19
2144,98136.97
2145,139101.58
2146,161264.66
2147,147084.86
2148,134819.33
2149,147812.5
2150,224379.33
2151,108482.984
2152,168301.72
2153,157727.4
2154,108481.125
2155,155894.9
2156,304172.75
2157,231905.6
2158,235853.7
2159,211184.44
2160,174289.36
2161,238971.66
2162,417740.9
2163,364096.84
2164,249604.4
2165,198239.25
2166,144488.97
2167,220526.05
2168,202103.05
2169,195142.2
2170,224081.12
2171,145883.38
2172,140439.61
2173,157000.06
2174,221050.22
2175,302760.75
2176,323465.22
2177,244316.64
2178,215351.34
2179,143568.08
2180,223763.7
2181,190444.78
2182,218339.31
2183,191653.84
2184,132480.92
2185,117674.17
2186,140841.22
2187,149778.94
2188,157744.47
2189,177109.02
2190,79339.93
2191,82392.914
2192,92582.9
2193,100874.27
2194,108911.96
2195,112109.08
2196,117833.13
2197,116570.46
2198,151596.17
2199,168154.98
2200,145198.72
2201,144563.88
2202,213289.53
2203,150308.27
2204,190510.72
2205,114265.58
2206,140238.81
2207,200451.97
2208,258568.94
2209,196736.53
2210,123660.516
2211,114192.82
2212,111924.3
2213,104623.66
2214,135481.58
2215,104018.45
2216,151517.44
2217,66734.36
2218,84022.625
2219,79325.06
2220,75086.94
2221,329213.6
2222,250401.9
2223,310190.5
2224,218265.8
2225,116998.195
2226,184873.08
2227,198289.53
2228,263901.72
2229,245525.2
2230,158689.36
2231,227037.4
2232,174454.4
2233,173073.6
2234,249770.33
2235,221048.62
2236,268638.44
2237,322414.2
2238,205575.12
2239,110229.83
2240,160124.81
2241,154982.44
2242,130320.805
2243,131162.62
2244,98538.8
2245,96517.08
2246,145292.95
2247,105507.73
2248,126684.664
2249,128085.49
2250,135371.48
2251,120564.414
2252,175676.92
2253,158200.61
2254,177946.89
2255,191401.02
2256,184758.86
2257,197049.08
2258,167564.88
2259,177511.66
2260,157888.4
2261,176315.6
2262,212428.27
2263,350602.75
2264,435042.1
2265,186595.0
2266,303008.84
2267,373097.7
2268,415341.38
2269,146898.06
2270,179996.3
2271,226707.61
2272,205198.45
2273,166941.7
2274,179818.45
2275,157630.47
2276,181742.73
2277,188466.86
2278,149802.97
2279,131518.72
2280,120688.65
2281,178829.64
2282,197468.84
2283,99844.66
2284,115831.66
2285,137364.2
2286,129202.26
2287,354466.22
2288,277322.1
2289,415129.78
2290,474961.03
2291,327034.94
2292,433470.72
2293,431070.44
2294,421318.16
2295,456544.1
2296,274592.2
2297,313589.44
2298,319988.22
2299,435896.12
2300,322625.12
2301,279197.5
2302,241176.31
2303,242668.7
2304,247856.94
2305,184697.56
2306,187797.64
2307,189392.1
2308,223576.61
2309,283438.7
2310,217145.3
2311,194560.94
2312,183525.4
2313,176528.98
2314,170466.72
2315,176631.52
2316,208437.64
2317,179764.23
2318,181522.8
2319,178750.72
2320,185972.98
2321,245358.77
2322,164343.08
2323,186789.97
2324,168008.72
2325,212614.4
2326,169121.88
2327,211939.06
2328,227590.6
2329,187735.77
2330,177562.02
2331,378332.75
2332,412470.03
2333,324841.38
2334,258773.83
2335,270411.2
2336,326750.84
2337,219107.3
2338,290973.84
2339,233149.92
2340,390117.8
2341,227034.31
2342,237209.2
2343,224757.42
2344,243731.23
2345,248946.77
2346,225654.98
2347,199705.86
2348,240338.2
2349,177767.78
2350,292105.2
2351,257155.38
2352,257731.81
2353,260745.7
2354,128614.055
2355,150735.75
2356,157436.78
2357,197974.38
2358,196045.34
2359,128635.48
2360,116531.61
2361,139356.1
2362,267037.8
2363,138613.2
2364,163387.77
2365,230625.06
2366,190221.0
2367,218581.39
2368,216469.98
2369,219750.17
2370,173288.64
2371,176125.6
2372,187044.67
2373,278864.1
2374,294389.12
2375,260940.89
2376,291494.8
2377,352346.94
2378,141326.66
2379,190085.02
2380,149531.95
2381,162911.27
2382,203322.03
2383,202457.17
2384,249066.42
2385,162833.61
2386,135955.58
2387,139178.36
2388,95657.17
2389,130096.75
2390,150306.25
2391,140371.33
2392,115907.9
2393,166714.73
2394,147419.14
2395,209266.12
2396,142792.52
2397,201325.8
2398,123773.24
2399,57850.22
2400,53764.434
2401,114505.4
2402,137308.55
2403,131590.14
2404,148747.34
2405,162924.11
2406,143029.03
2407,131453.56
2408,142937.44
2409,129560.83
2410,183002.88
2411,120909.11
2412,147349.12
2413,135463.8
2414,141637.38
2415,130726.27
2416,130812.36
2417,131595.97
2418,129286.78
2419,127698.086
2420,127826.766
2421,145040.05
2422,116801.8
2423,131919.47
2424,148866.61
2425,274953.8
2426,121644.35
2427,133318.92
2428,161039.39
2429,122362.5
2430,133175.77
2431,116241.89
2432,141262.72
2433,142823.97
2434,135279.47
2435,146384.97
2436,105363.586
2437,115977.77
2438,122514.84
2439,112649.58
2440,119863.24
2441,94810.734
2442,99863.25
2443,123326.9
2444,127102.69
2445,85208.03
2446,118677.12
2447,181507.16
2448,137652.69
2449,109230.78
2450,154985.55
2451,131012.7
2452,208426.78
2453,98081.37
2454,114865.97
2455,105531.28
2456,129403.02
2457,131496.03
2458,125492.39
2459,114251.82
2460,144528.3
2461,121638.1
2462,132172.02
2463,122965.16
2464,173625.61
2465,141115.7
2466,110929.24
2467,135401.8
2468,84868.74
2469,76513.47
2470,206021.17
2471,211270.45
2472,169318.11
2473,116027.42
2474,84430.94
2475,227992.5
2476,108381.92
2477,136319.69
2478,155260.1
2479,101742.48
2480,143171.88
2481,118784.76
2482,129639.875
2483,117082.94
2484,119369.37
2485,127386.37
2486,153924.94
2487,182102.22
2488,151582.62
2489,151928.42
2490,156836.0
2491,85301.88
2492,182592.06
2493,151364.67
2494,161051.22
2495,88574.01
2496,263497.84
2497,147963.64
2498,112081.78
2499,95460.43
2500,128903.3
2501,135444.12
2502,140526.0
2503,89119.945
2504,174327.19
2505,227313.22
2506,261091.12
2507,317238.88
2508,262083.02
2509,210494.3
2510,225779.34
2511,182455.77
2512,212405.25
2513,216451.05
2514,249049.3
2515,148062.08
2516,168142.05
2517,138706.94
2518,148290.48
2519,230433.3
2520,214829.47
2521,190975.75
2522,224501.33
2523,126029.68
2524,144418.75
2525,147595.6
2526,138045.78
2527,113389.81
2528,130174.41
2529,138810.83
2530,122010.23
2531,249575.62
2532,233711.25
2533,193742.73
2534,240108.7
2535,315325.4
2536,236813.7
2537,242304.72
2538,184303.89
2539,189883.69
2540,180851.42
2541,183363.55
2542,168923.25
2543,126268.914
2544,129052.266
2545,136997.66
2546,133481.88
2547,141163.56
2548,141475.12
2549,155011.92
2550,303100.12
2551,145489.72
2552,130085.86
2553,76016.15
2554,114181.516
2555,112032.805
2556,107394.586
2557,108706.195
2558,141324.42
2559,127747.164
2560,141601.69
2561,134971.77
2562,138739.06
2563,148323.86
2564,187068.1
2565,136948.5
2566,155294.17
2567,125480.57
2568,189266.55
2569,196392.58
2570,121578.484
2571,171753.8
2572,164950.3
2573,207087.22
2574,252943.77
2575,131888.44
2576,141132.62
2577,167546.39
2578,91268.38
2579,65937.31
2580,131492.44
2581,121514.91
2582,127019.29
2583,283335.94
2584,163480.28
2585,198063.83
2586,213730.89
2587,194376.44
2588,140428.3
2589,148124.47
2590,212383.28
2591,214632.48
2592,222171.83
2593,261419.88
2594,173223.23
2595,208106.28
2596,314809.47
2597,189373.5
2598,281133.56
2599,305021.28
2600,164928.02
2601,150208.47
2602,82110.39
2603,89662.23
2604,86413.34
2605,79568.445
2606,149844.22
2607,195618.05
2608,195799.48
2609,165751.42
2610,110236.266
2611,129828.53
2612,146145.86
2613,130055.21
2614,126709.78
2615,152271.06
2616,143644.36
2617,165126.53
2618,211567.05
2619,190708.58
2620,187719.1
2621,176531.02
2622,182730.45
2623,250911.62
2624,308989.84
2625,323638.22
2626,164758.1
2627,158874.77
2628,462553.56
2629,533852.8
2630,364896.88
2631,481139.62
2632,459089.53
2633,319203.25
2634,405367.28
2635,156440.67
2636,186283.73
2637,188755.55
2638,258203.67
2639,185835.75
2640,157403.77
2641,102688.33
2642,200884.97
2643,100903.414
2644,127735.56
2645,101418.234
2646,93318.414
2647,96951.14
2648,140912.36
2649,143065.03
2650,137007.81
2651,150183.86
2652,440412.3
2653,242968.83
2654,248493.64
2655,369552.7
2656,337109.03
2657,324189.34
2658,286477.06
2659,319406.88
2660,343559.5
2661,361009.3
2662,353011.9
2663,280319.6
2664,276720.03
2665,324184.4
2666,293624.56
2667,167021.25
2668,179062.27
2669,175114.4
2670,285833.25
2671,179075.16
2672,184099.03
2673,204894.16
2674,200869.98
2675,170753.83
2676,190549.45
2677,189828.89
2678,265534.56
2679,280031.72
2680,277067.66
2681,411781.12
2682,325855.5
2683,590583.6
2684,308794.4
2685,361187.84
2686,256613.0
2687,317615.56
2688,223273.81
2689,205299.0
2690,461825.97
2691,190620.14
2692,131120.5
2693,192450.3
2694,128301.85
2695,192636.05
2696,185217.69
2697,179424.6
2698,197070.28
2699,171242.03
2700,156776.58
2701,154222.89
2702,108331.3
2703,123517.766
2704,141643.67
2705,124862.5
2706,120642.82
2707,125233.15
2708,138192.7
2709,111613.79
2710,126916.98
2711,276621.3
2712,387143.0
2713,172014.62
2714,149905.86
2715,174512.53
2716,154494.67
2717,178784.11
2718,233543.28
2719,149435.58
2720,164818.47
2721,143798.16
2722,159376.36
2723,143605.11
2724,132405.6
2725,135605.25
2726,147329.33
2727,161508.9
2728,171013.98
2729,154069.14
2730,147204.48
2731,122370.51
2732,119998.445
2733,157594.08
2734,137880.95
2735,135702.92
2736,144750.86
2737,125973.37
2738,132740.2
2739,164163.31
2740,137002.98
2741,141142.45
2742,156645.47
2743,143132.44
2744,152097.28
2745,135315.75
2746,137446.45
2747,156337.97
2748,123412.37
2749,133151.84
2750,137352.48
2751,130411.734
2752,224831.38
2753,152493.53
2754,219117.4
2755,131634.45
2756,86209.41
2757,59922.68
2758,78505.28
2759,159346.52
2760,122528.64
2761,143243.19
2762,146698.53
2763,183116.28
2764,165435.1
2765,281820.94
2766,130986.71
2767,88602.234
2768,126531.01
2769,125204.664
2770,148159.66
2771,110688.375
2772,117833.19
2773,162530.38
2774,130970.45
2775,108964.87
2776,143549.66
2777,147088.84
2778,110886.97
2779,126892.14
2780,104187.45
2781,98534.87
2782,98539.23
2783,105286.01
2784,128429.555
2785,137334.8
2786,68867.96
2787,117172.38
2788,79333.78
2789,174096.77
2790,89541.68
2791,118964.56
2792,61491.67
2793,174939.1
2794,105155.055
2795,125230.09
2796,97674.664
2797,199568.12
2798,114693.555
2799,118626.61
2800,71089.05
2801,107711.35
2802,135985.05
2803,144612.3
2804,135428.44
2805,103840.055
2806,83777.21
2807,154964.05
2808,153423.02
2809,134624.92
2810,135021.33
2811,162734.94
2812,149962.02
2813,148420.44
2814,147921.3
2815,99273.15
2816,241969.19
2817,157271.31
2818,131177.61
2819,164920.94
2820,137791.2
2821,107301.45
2822,195702.25
2823,321383.53
2824,183081.12
2825,142483.05
2826,133539.1
2827,133289.81
2828,220394.34
2829,208165.3
2830,238387.53
2831,179972.56
2832,242732.36
2833,291292.84
2834,212826.64
2835,220853.6
2836,190588.28
2837,152691.0
2838,141183.4
2839,184576.73
2840,190964.58
2841,208121.23
2842,227555.53
2843,151751.08
2844,152370.6
2845,124983.91
2846,211349.9
2847,203315.89
2848,218324.11
2849,204948.66
2850,284312.72
2851,242011.31
2852,231098.11
2853,238365.11
2854,141967.98
2855,203478.83
2856,202193.84
2857,187542.33
2858,202629.4
2859,134375.58
2860,126364.4
2861,122677.516
2862,198000.44
2863,120074.21
2864,252646.56
2865,142836.88
2866,133340.08
2867,96212.5
2868,97806.95
2869,112496.91
2870,141818.42
2871,93770.62
2872,51216.953
2873,103741.8
2874,134198.45
2875,111101.234
2876,156531.05
2877,133749.55
2878,173728.0
2879,135689.69
2880,101087.164
2881,148666.9
2882,181720.33
2883,211285.9
2884,202879.77
2885,204750.33
2886,213419.0
2887,94442.64
2888,123787.95
2889,50424.44
2890,76663.875
2891,145140.64
2892,55630.586
2893,101144.875
2894,54719.12
2895,308214.22
2896,277074.66
2897,207270.86
2898,148205.53
2899,222241.78
2900,162024.38
2901,221780.42
2902,190103.33
2903,340421.12
2904,351260.12
2905,94062.56
2906,204266.3
2907,110135.945
2908,134135.98
2909,134228.6
2910,81202.875
2911,81720.66
2912,145028.45
2913,89217.43
2914,79005.45
2915,84537.64
2916,88691.234
2917,163543.56
2918,115728.945
2919,221038.75
